id,qPA,pulso,fResp,grav,label,pSist,pDiast
50,8.617869,125.941744,17.293394,43.166178,2,19.257600,11.320300
51,-0.955708,46.300313,10.805107,53.169294,3,15.544485,4.140376
52,5.011175,76.215352,8.876129,46.493504,2,17.209548,10.195540
53,4.747456,90.640328,19.303682,54.624345,3,15.896466,9.826470
54,-4.411207,100.111912,15.580024,72.748094,3,13.546842,2.439176
55,-4.675308,108.114309,18.182815,49.601040,2,10.406763,1.784965
56,0.000000,69.029032,0.234749,67.147224,3,8.582804,7.475461
57,8.733333,58.286006,2.102257,34.275496,2,16.605734,14.396159
58,4.270322,140.705718,11.952254,41.552160,2,14.589100,5.105786
59,4.666667,186.815683,18.836784,37.221759,2,17.152308,8.779016
60,-4.379991,118.834951,5.815831,38.984357,2,20.709467,3.357179
61,8.646427,118.618155,17.062040,48.201772,2,21.761441,11.269006
62,-8.411440,147.746207,14.034256,68.296243,3,5.527410,3.826427
63,4.666667,74.528637,15.951315,71.921261,3,17.125383,7.589356
64,5.983553,90.654075,19.682247,45.498347,2,17.426387,10.486151
65,8.733333,101.875113,16.895714,55.506899,3,17.455654,13.363549
66,8.733333,185.742167,4.550630,13.222719,1,17.100706,14.389371
67,4.453746,90.157561,0.952691,49.464049,2,14.767300,8.208233
68,-4.339032,127.486974,3.378398,36.905402,2,15.446550,2.079367
69,-4.335472,91.872772,15.802898,73.001605,3,21.202565,2.239410
70,-8.401810,110.754892,2.830157,31.769755,2,5.478379,3.862624
71,8.733333,8.246532,4.857356,13.222719,1,20.100955,12.610759
72,-4.409342,160.440436,9.978308,26.695321,2,14.557943,3.814233
73,8.733333,134.302327,10.235739,18.851176,1,21.140781,12.214272
74,-8.457627,40.065519,1.975298,21.499834,1,5.508307,3.652875
75,8.733333,2.917275,11.148052,26.629000,2,16.303216,13.938954
76,-3.705045,152.633205,1.683200,30.150337,2,6.113871,5.249756
77,-4.391030,113.502352,3.663543,38.916970,2,12.553111,2.948929
78,-4.406177,130.842760,16.449621,62.069384,3,17.776623,3.766258
79,2.028940,126.948078,7.360480,42.843799,2,12.851374,9.240670
80,-0.000000,146.866040,6.711188,40.000000,2,10.457351,7.099333
81,-0.997895,177.465316,18.015328,55.068972,3,10.815747,5.274893
82,8.733333,133.181802,21.605077,15.614612,1,16.785346,12.462429
83,4.666667,24.134920,21.317340,25.170490,2,18.527952,8.778961
84,4.686204,142.747118,12.685691,42.562085,2,15.258896,8.245854
85,8.733333,89.445436,5.136626,40.000000,2,16.910623,13.757905
86,0.829802,128.196471,6.426166,44.362074,2,20.325880,4.287585
87,8.595040,129.779226,14.822815,44.888694,2,21.630273,11.358003
88,8.626227,135.675079,12.622251,34.975991,2,18.024667,11.305936
89,-2.218167,11.765528,4.393449,35.047797,2,7.857913,5.706688
90,4.666667,44.790653,21.080365,41.328485,2,16.853687,8.517325
91,-5.115454,33.596315,7.395408,22.141806,1,9.128451,1.137814
92,-4.333333,185.705881,3.292610,27.122605,2,21.813389,0.809252
93,-0.000000,103.046198,7.224431,59.223581,3,11.988455,7.961963
94,8.622435,134.672703,2.488127,13.704863,1,18.970102,11.687508
95,8.733333,133.560045,16.982118,38.140380,2,18.286370,14.010160
96,-8.709306,16.292285,17.436375,35.241338,2,5.822746,1.948593
97,4.666667,45.014694,12.915513,51.494030,3,17.817422,8.532355
98,-0.000000,56.837842,1.742216,57.763954,3,7.795623,7.040860
99,-8.733333,182.752745,4.243844,13.222719,1,5.000000,0.178531
100,-4.181961,45.820313,17.058913,53.777441,3,5.830436,5.056840
101,-4.339415,49.724082,7.774612,39.232408,2,19.750577,2.432735
102,8.719198,135.258151,18.456851,32.125698,2,20.384209,11.914268
103,-4.546525,129.698132,2.945520,33.698115,2,6.716066,4.668226
104,3.320842,140.735371,15.359255,54.817825,3,13.703356,7.927997
105,-8.695439,167.420656,4.187582,13.234853,1,5.000000,2.484731
106,4.667063,145.459141,8.729752,25.168026,2,16.449924,9.029729
107,-4.417788,3.886878,7.456841,26.647388,2,21.086217,3.944569
108,2.184444,116.749296,20.299241,54.702222,3,12.936217,9.811186
109,5.396578,184.175365,18.444857,34.804491,2,21.881813,10.338218
110,8.629564,18.335601,13.849529,39.476734,2,14.992409,11.222274
111,-0.000000,110.912122,19.040794,61.916028,3,9.936396,6.758124
112,-4.348226,186.160559,4.758371,27.039323,2,15.068360,1.257321
113,-4.385618,39.890589,1.427780,36.061250,2,21.505135,3.434655
114,8.733333,105.063917,14.916012,58.257586,3,18.868431,13.700060
115,-8.717034,25.347822,11.772644,30.849381,2,5.000000,2.285670
116,8.732661,149.745456,11.381683,28.377880,2,15.977707,12.387255
117,-0.000000,62.933738,5.625811,61.451733,3,10.390166,8.075137
118,8.733333,37.434826,18.762207,34.095324,2,16.574377,14.942021
119,-8.733333,196.079025,18.110423,50.312718,3,5.000000,1.172633
120,4.685234,142.565427,0.364589,25.054870,2,20.490994,6.640174
121,-4.333333,165.129998,10.443620,32.827247,2,17.783108,1.599792
122,8.733333,136.643964,20.770609,13.511190,1,17.252760,14.428471
123,-4.333333,137.880360,10.089652,28.400188,2,18.316878,0.069513
124,8.583405,106.175176,18.699391,47.672595,2,19.445703,11.623657
125,8.733333,37.770740,11.782153,35.509361,2,18.316776,12.259548
126,8.733333,98.603141,9.550228,36.352448,2,16.565271,13.030421
127,-5.325215,111.907973,0.537542,34.616808,2,8.715614,1.266538
128,-0.034667,165.656054,11.095915,49.436998,2,7.418669,5.996740
129,-5.083263,40.573721,19.282647,39.444631,2,10.083074,3.898056
130,8.733333,105.549244,19.981474,33.792148,2,17.487170,12.001027
131,3.223810,161.562242,6.274477,31.995486,2,13.622953,6.471207
132,8.733333,71.020892,2.919481,40.000000,2,19.042971,13.659714
133,-4.394214,109.551007,0.002916,39.889509,2,12.624430,2.727705
134,-4.418502,143.487568,6.995136,26.643328,2,18.651705,3.957044
135,-8.724792,40.502473,11.662376,38.586062,2,5.000000,2.183085
136,-4.464874,128.751380,18.241875,47.999694,2,11.296274,2.041028
137,8.733333,0.017803,14.818838,40.000000,2,18.324512,13.039383
138,-0.000000,102.635396,20.086319,68.686613,3,11.185787,8.695569
139,4.666667,113.965803,16.635122,54.075047,3,16.654974,8.247903
140,-8.725450,1.407340,3.707273,13.225241,1,5.000000,2.174322
141,8.733333,178.494491,21.208351,13.239617,1,18.094765,12.795467
142,4.682613,166.638721,7.661851,25.071222,2,20.002638,9.330827
143,3.229429,155.033092,13.166726,51.170746,3,13.627557,5.264286
144,3.631949,157.627127,16.090618,53.039394,3,13.977351,7.698743
145,0.000000,74.725916,19.157960,84.898654,4,8.407991,6.027121
146,-8.733333,30.462396,7.334788,13.222719,1,5.000000,1.139500
147,-4.395341,70.452061,10.186940,50.793489,3,17.522418,3.598742
148,-4.333333,129.019585,3.671508,35.316990,2,17.891497,1.849784
149,-5.523448,186.387349,10.260565,23.692121,1,8.407032,2.758617
150,-8.471970,18.664207,10.040150,14.731608,1,5.719174,3.599288
151,0.479804,147.755554,2.812091,39.018520,2,12.163321,6.259006
152,-4.333333,11.053472,14.078468,50.161879,3,18.363105,0.744816
153,8.733333,151.431694,19.722741,20.586040,1,20.661547,13.540742
154,8.733333,92.697871,9.403415,38.841314,2,19.379422,14.171808
155,4.666667,9.000890,3.868613,25.170490,2,21.416567,7.362961
156,4.666667,168.405901,6.487764,25.170490,2,21.166039,7.338790
157,-4.161547,32.942312,1.292243,28.026693,2,6.974268,5.065791
158,8.733333,23.014787,1.323803,13.222719,1,19.010727,13.500808
159,3.006752,54.312174,0.586518,46.817689,2,13.453361,5.538702
160,-8.733333,62.877257,12.110283,51.086071,3,5.000000,1.668041
161,8.631714,121.217925,12.387116,44.984371,2,20.947430,11.703781
162,3.460404,135.493341,6.701104,31.127678,2,13.878297,5.846083
163,-4.396620,197.528451,16.599237,57.512474,3,17.797785,3.625369
164,-0.000000,198.652150,14.764270,68.333333,3,7.020936,6.058682
165,-8.645495,151.507268,20.676442,13.580388,1,6.841154,1.446818
166,-4.349556,55.011921,10.673403,43.732304,2,15.014269,1.979599
167,8.677939,190.802749,11.397933,28.492241,2,15.182120,14.130759
168,8.733333,82.216475,17.362471,59.964320,3,19.231990,14.342018
169,3.405024,43.324657,12.565701,53.822982,3,13.775538,8.628129
170,-4.333333,125.826016,16.862887,59.524529,3,17.055456,0.896693
171,-4.390138,2.973807,20.243654,26.803947,2,15.586471,3.521699
172,-0.168665,8.659957,4.626739,39.652537,2,11.669246,5.297379
173,8.682312,36.052427,13.378512,39.376990,2,15.222717,12.317911
174,-6.417149,40.093019,10.245954,26.029849,2,7.635532,0.231052
175,-4.333333,143.871513,13.567398,59.846584,3,20.268705,0.645357
176,-4.440777,88.573512,4.468027,49.618017,2,11.416152,2.534850
177,4.733317,169.098526,14.907212,48.063962,2,15.163191,9.736732
178,8.542115,77.958020,0.380942,40.000000,2,15.982855,10.975836
179,4.729755,167.510440,4.985365,24.775509,1,21.327855,9.716189
180,-0.000000,149.683731,20.118253,40.000000,2,10.102384,6.763856
181,4.666667,116.772209,16.905549,53.000006,3,20.377762,8.205133
182,-4.816784,32.114720,11.732878,38.190300,2,5.000000,4.444812
183,8.226110,105.768037,1.504365,33.804698,2,14.871572,11.170392
184,-4.353895,92.534181,4.390853,48.656589,2,17.515758,2.834325
185,4.246404,75.908769,0.264388,50.603204,3,14.311876,10.301632
186,-4.361390,18.645997,21.264582,26.965629,2,14.663040,2.752667
187,2.276867,51.829090,18.308415,58.630670,3,12.989765,5.527269
188,-0.000000,67.167329,9.796799,64.714924,3,9.512487,9.384278
189,8.631511,75.022443,21.790900,40.000000,2,17.871904,11.703412
190,-4.402795,29.251931,17.474256,43.266412,2,13.719350,1.216887
191,8.733333,63.353976,10.749446,42.775298,2,19.174581,13.940790
192,8.591082,56.245081,2.872964,33.362399,2,15.187753,11.635690
193,4.232883,164.024725,4.669335,27.656181,2,14.552449,7.301874
194,4.695949,68.417932,18.284423,56.848937,3,17.388793,6.537879
195,4.679552,174.400429,7.123322,25.090307,2,20.283577,6.701756
196,-4.618086,53.605898,16.252890,56.468950,3,5.553511,4.595242
197,-0.000000,155.086353,3.517201,40.000000,2,9.041324,7.627630
198,4.666667,121.841799,16.092356,55.269514,3,16.978436,7.661573
199,8.733333,3.593768,1.181271,13.222719,1,19.703092,12.264416
200,8.721061,140.302289,15.716570,40.000000,2,21.878656,11.922471
201,-0.000000,3.150461,2.678184,40.000000,2,11.210682,9.664772
202,-0.340589,136.778625,21.648984,39.303599,2,11.627721,5.679141
203,8.733333,175.580327,13.048160,36.661218,2,18.818542,12.173707
204,2.718757,86.361213,5.929951,57.230063,3,13.255860,7.992384
205,4.702901,126.268583,9.504079,35.952269,2,19.714419,5.260907
206,8.733333,117.208149,20.471272,28.808383,2,16.396013,14.085023
207,8.554774,45.482248,11.173477,38.940756,2,14.321845,13.139142
208,4.666667,156.930936,1.410156,25.170490,2,17.499712,8.252345
209,-0.000000,57.527259,14.500449,80.734360,4,11.902434,9.337126
210,4.666667,184.875121,9.881784,25.170490,2,20.265146,8.805671
211,-4.367224,59.695028,3.237707,43.131298,2,17.300888,3.116134
212,-1.255980,107.260637,17.055018,67.539299,3,11.849999,4.518695
213,-0.000000,66.729497,11.687759,70.878534,3,7.067301,7.063850
214,-8.507647,47.458792,1.933672,28.481156,2,6.228780,3.457322
215,8.682135,109.047845,19.810135,35.413390,2,15.220976,12.664632
216,-4.357390,21.537125,19.099326,39.122455,2,19.566056,2.921464
217,-4.382248,27.431063,1.238597,26.848432,2,14.578816,3.388827
218,-5.275060,18.885496,14.081238,44.905106,2,8.804325,2.560621
219,-5.373364,62.176723,19.563822,54.427662,3,8.698561,3.414964
220,2.737293,162.527277,7.649910,33.580451,2,13.267430,6.535480
221,3.112274,102.711537,14.667829,65.331702,3,20.331811,4.666534
222,8.733333,173.295284,9.998136,14.170730,1,21.389663,13.850695
223,3.982950,196.097441,9.831337,28.906352,2,14.308837,6.453111
224,-4.355164,65.330528,0.374683,46.853287,2,14.839234,2.772245
225,8.733333,43.923375,18.951188,40.049004,2,19.634297,13.573215
226,8.639313,103.644748,20.632087,34.463901,2,14.870880,14.696226
227,4.690795,70.601170,10.533030,51.209896,3,15.446755,6.583050
228,-8.733333,171.895429,12.536293,52.515152,3,5.000000,1.666788
229,-4.499929,52.004131,21.841503,47.543673,2,11.531054,3.870970
230,3.136333,168.744206,8.890962,32.300376,2,13.553367,6.130798
231,-0.000000,116.560311,4.836509,53.051298,3,9.219337,8.923441
232,-8.381597,143.881107,19.062925,42.184621,2,5.108857,3.933176
233,4.667236,68.704755,15.158508,69.896971,3,21.014675,9.042646
234,6.763737,1.854784,3.772326,14.115505,1,16.721017,10.668237
235,-4.866205,38.489296,0.198522,31.717787,2,10.175685,3.326201
236,-5.116069,101.477557,3.719697,40.079302,2,9.127075,1.761265
237,-4.540025,4.848368,4.540531,25.944672,2,7.106725,4.450138
238,-3.824480,110.008288,19.835688,49.764094,2,7.357684,4.781675
239,-0.000000,55.236820,15.601078,79.617296,4,11.848169,6.362501
240,1.201319,139.248242,2.902461,37.491648,2,12.449781,7.617874
241,-4.333333,176.270563,9.354503,27.122605,2,17.525648,1.282737
242,-4.417692,4.936280,14.551828,49.734330,2,12.729090,3.937234
243,8.733333,68.241292,7.092428,39.092580,2,16.656126,12.015219
244,-8.733333,84.281136,13.143609,62.206170,3,5.000000,0.438304
245,8.733333,16.002232,4.634237,13.222719,1,21.083499,13.932812
246,8.386298,15.870762,4.171601,13.339069,1,18.405475,10.954963
247,4.666667,14.475250,4.582942,25.170490,2,19.581649,7.329135
248,4.666667,180.068201,15.693598,48.425149,2,17.423690,8.677876
249,-4.393473,193.861660,5.559321,26.785119,2,21.703417,3.559254
250,4.669010,78.261392,5.940330,48.412504,2,21.694478,6.882732
251,8.733333,62.717021,10.598662,41.235745,2,16.335902,14.446328
252,4.666667,110.662716,4.854822,38.223332,2,16.819859,8.202086
253,4.666667,158.409612,7.802612,25.170490,2,18.145672,7.817037
254,-4.396448,159.662817,14.030148,67.994516,3,12.703061,3.473916
255,4.666667,172.651708,16.494595,46.200999,2,19.797502,7.333466
256,-0.000000,159.592441,10.833271,47.549041,2,11.773935,9.360901
257,1.931823,1.275282,13.582553,57.999741,3,11.653540,10.187033
258,-0.663253,183.980273,7.027968,38.637393,2,5.977563,5.932728
259,-2.719428,3.592448,6.654980,33.634325,2,8.033504,5.511550
260,8.733333,5.883296,3.119369,13.222719,1,18.655149,14.819730
261,-4.420433,142.290383,18.575532,43.279769,2,11.510961,0.566083
262,8.733333,107.682837,6.339395,33.057434,2,16.637558,13.277520
263,8.733333,104.917716,19.994311,33.789063,2,16.277470,13.699302
264,7.675991,100.447986,2.490602,35.667624,2,11.978516,11.942758
265,-4.333333,13.134500,13.504933,47.889784,2,18.208901,1.480684
266,-4.417573,46.008125,6.245890,38.753498,2,15.465523,3.928068
267,1.612853,23.408064,11.178904,45.969079,2,12.638514,5.030353
268,2.664016,197.954212,11.855253,47.370058,2,13.077127,10.195919
269,-4.333572,14.103298,1.147311,27.121273,2,18.077198,2.048297
270,7.517348,12.004731,9.615815,13.816839,1,20.031715,10.818412
271,-4.333333,132.315420,4.812052,31.224734,2,18.984900,1.601428
272,4.743951,68.811554,20.203458,51.606007,3,15.503860,9.806360
273,4.666667,25.702670,15.211968,48.425149,2,21.572574,7.412609
274,8.621426,127.427133,2.550356,21.870007,1,20.362555,11.685776
275,4.016531,149.297634,7.911701,28.746974,2,11.611144,10.725556
276,8.712960,161.053460,6.733226,13.229240,1,15.562139,13.555808
277,8.733333,53.805426,6.649458,32.140904,2,20.424512,13.363838
278,-0.000000,86.795956,12.351801,79.211758,4,11.906483,5.012446
279,5.963657,80.361297,17.514177,58.205212,3,15.852551,10.481187
280,-4.359966,121.628468,10.338872,40.719692,2,21.077596,2.967147
281,-4.333333,154.017490,17.405752,49.124990,2,21.246148,0.458114
282,8.695623,188.224793,9.212917,13.499186,1,19.455949,11.161114
283,4.667964,26.292958,16.269655,47.199700,2,15.830880,7.500337
284,4.666667,51.144545,7.865509,37.221759,2,20.755592,7.198832
285,8.733333,75.662162,20.896086,40.000000,2,17.746916,13.570834
286,-0.000000,198.747139,16.503225,64.585308,3,11.281591,9.148000
287,2.956816,68.190249,0.430705,54.963009,3,13.416578,9.264996
288,8.715288,179.910420,16.613677,37.901565,2,15.591683,12.891635
289,8.733333,47.496322,20.059625,28.506486,2,17.619355,12.082341
290,-0.000000,44.000217,7.650585,49.961132,2,9.551583,8.650823
291,-8.657403,198.215280,1.568275,13.247060,1,5.000000,2.743837
292,-8.472051,190.221010,18.811950,45.145747,2,6.667987,3.598980
293,8.733333,127.643354,2.075774,21.673722,1,21.542591,13.297679
294,-4.333333,100.826168,12.090493,53.705009,3,17.925198,0.430112
295,4.666667,71.623669,20.141553,53.043578,3,17.757748,7.348521
296,-4.342021,153.690423,11.484255,41.944601,2,21.420351,2.518907
297,8.733333,156.872578,1.143241,13.222719,1,21.988484,14.680210
298,6.865588,5.783619,9.699997,14.057027,1,21.858119,10.690417
299,-0.000000,10.488247,15.206163,68.333333,3,9.682268,7.507074
300,4.666667,64.683797,5.750306,44.861541,2,21.379936,7.066326
301,-4.374588,159.937325,19.709966,34.129333,2,12.090002,0.894283
302,2.236261,126.045953,10.113673,43.571176,2,11.101608,10.229579
303,-7.282293,196.559530,5.104419,13.829515,1,7.298063,0.636467
304,-4.333333,31.649947,4.310744,27.122605,2,19.806101,1.071682
305,4.666667,123.335246,18.693265,44.235887,2,19.657799,7.824748
306,-8.733333,61.743444,16.315388,58.952858,3,5.000000,1.450950
307,8.733333,17.015701,14.568738,40.000000,2,18.500044,12.272228
308,8.733333,175.365911,2.355945,13.222719,1,20.083629,12.263206
309,4.932614,118.140288,18.395804,46.623757,2,13.573088,10.836594
310,-8.719896,60.624627,10.008138,34.993824,2,5.000000,2.247982
311,2.433217,33.614020,14.313859,58.321923,3,13.079732,9.894079
312,-0.000000,67.975351,19.897297,80.337479,4,9.239718,7.778924
313,8.733333,13.489223,2.435524,13.222719,1,18.176742,14.594618
314,4.580224,130.697971,13.284249,48.274407,2,14.872544,9.734872
315,8.727758,48.857115,0.360414,29.386730,2,15.815958,12.004959
316,4.672405,151.583647,2.006629,25.134811,2,20.279619,6.806966
317,2.312868,59.802841,19.924776,60.038229,3,13.010455,6.485873
318,8.669580,83.763019,12.047618,55.727455,3,15.110407,12.379707
319,-8.733333,11.166439,14.172539,40.000000,2,5.000000,1.252047
320,-8.678549,6.171264,5.189292,13.240270,1,6.381418,1.997565
321,-7.489309,37.316077,13.652620,42.045906,2,7.240646,2.600829
322,-1.228368,54.181130,1.737610,53.462605,3,6.336180,5.864067
323,8.733333,13.248658,14.206524,40.000000,2,19.163230,12.470696
324,8.550834,66.698738,3.878596,38.296809,2,12.126436,12.050466
325,-4.398372,9.981115,13.616345,48.070490,2,13.793176,0.907068
326,1.368135,20.261700,21.347131,37.115560,2,12.522843,5.988867
327,-0.000000,14.373955,14.722256,68.333333,3,11.412505,7.903137
328,4.734978,180.902603,7.299849,24.742532,1,16.526933,6.251992
329,3.367778,62.359562,10.073514,49.485330,2,13.743337,9.852898
330,-0.000000,118.353785,0.548886,52.173150,3,10.723837,9.419600
331,1.447171,75.525027,11.508302,67.116024,3,13.816543,4.379761
332,-0.000000,190.312767,21.762223,40.000000,2,9.034416,6.474768
333,-4.333333,148.479036,15.914001,67.989083,3,19.462729,0.232307
334,8.733333,177.418673,8.732784,13.222719,1,19.585468,14.760956
335,-4.341685,119.779231,12.996056,58.288756,3,19.032125,2.507526
336,-4.333333,137.925973,12.609958,49.246633,2,17.156683,1.593245
337,4.811359,78.223301,11.168834,53.957997,3,18.832352,5.586146
338,-4.360150,44.654737,3.202020,39.063959,2,15.015737,2.971776
339,4.666667,26.252006,6.400872,25.170490,2,17.756403,7.345315
340,4.672025,34.495665,11.025170,36.255323,2,16.736048,5.092401
341,8.733333,187.719580,3.121137,13.222719,1,16.753953,14.274457
342,8.733333,6.896391,8.940435,13.322250,1,18.161850,13.804981
343,-4.333333,175.911398,13.048270,53.210182,3,19.310463,0.790155
344,4.746734,104.465490,17.806359,51.115932,3,11.664106,11.067871
345,-3.200697,161.649473,10.353177,35.826704,2,13.025595,4.036791
346,2.497584,89.515946,14.830677,79.578398,4,13.118509,6.342534
347,4.666667,69.307791,16.657950,65.201672,3,20.680827,8.218064
348,8.733333,151.430153,4.006195,13.222719,1,19.093631,14.141055
349,4.732894,72.042585,13.632062,68.086475,3,21.733095,6.266162
350,8.733333,111.321336,16.938396,51.819600,3,18.990955,14.745787
351,2.415721,177.744251,9.263898,34.515236,2,19.214617,4.521824
352,6.107471,168.032772,9.657753,14.520051,1,15.900113,10.516481
353,4.776906,48.805441,10.753164,40.324617,2,16.540432,9.995083
354,-0.000000,87.123643,4.770325,68.333333,3,10.578791,8.086897
355,5.925301,165.710571,18.324072,32.216216,2,17.785922,10.471583
356,4.777408,30.540657,11.033965,35.439225,2,21.555428,9.997919
357,-4.408076,151.590787,2.260097,26.702496,2,12.993412,2.671987
358,-4.412955,175.301697,8.015918,26.674829,2,11.550767,1.920216
359,8.733333,100.424719,18.057645,52.412386,3,20.552816,14.986206
360,-8.684493,114.053347,2.702558,30.321782,2,5.000000,2.566816
361,-4.333333,170.296391,14.285892,67.989083,3,19.435880,0.489012
362,-0.000000,196.928547,16.205744,66.679191,3,8.470607,8.417997
363,8.733333,158.042710,15.634629,40.000000,2,17.715132,13.227998
364,4.797118,70.136588,2.317369,47.715065,2,18.153663,10.037630
365,-4.404245,100.380968,21.089298,55.794846,3,13.686890,2.856499
366,2.950783,51.042456,9.321243,46.633649,2,13.412169,5.533748
367,-0.000000,101.974329,12.322496,67.541329,3,11.747143,6.910889
368,8.733333,15.723970,2.173221,13.222719,1,19.101321,14.724569
369,-4.337491,11.179854,10.628588,34.765369,2,20.293110,2.346074
370,8.733333,126.997573,3.379745,22.258059,1,19.089591,12.832842
371,4.723325,123.380676,6.786336,36.389275,2,21.343302,9.671468
372,-2.521852,16.294693,2.880160,34.212856,2,7.264775,5.644083
373,-4.394731,121.904139,7.557409,38.825064,2,12.642979,2.863855
374,-0.000000,108.934128,14.587328,79.123605,4,8.139177,6.423795
375,4.685084,171.184327,11.356459,37.264594,2,15.283668,7.230331
376,-4.335072,128.537910,17.526672,51.744876,3,15.716330,1.809174
377,-0.000000,54.326565,12.685102,68.979166,3,10.782235,8.842612
378,-4.382537,21.350132,1.471227,26.846808,2,17.861037,3.392815
379,0.877938,12.102685,5.466613,38.187257,2,12.246173,5.769287
380,4.666667,124.376601,19.990948,41.340051,2,20.651945,8.744796
381,-5.313470,139.814010,19.569186,33.966575,2,9.372324,3.777092
382,-4.986572,54.988006,21.775735,48.894416,2,5.433759,4.356610
383,0.161846,84.393859,7.120420,67.531258,3,12.053224,9.256363
384,-8.368884,73.164540,21.723250,68.294251,3,5.471928,3.979214
385,8.733333,16.431744,13.505025,38.305928,2,21.522091,12.365644
386,8.637678,13.953958,14.345794,40.000000,2,14.858803,14.739951
387,4.627516,24.177924,13.229614,45.181978,2,12.220390,10.953732
388,-3.925882,135.570599,17.551475,47.234586,2,5.367161,5.158155
389,-0.000000,43.787248,13.429824,68.861450,3,11.623665,8.761040
390,-8.733333,47.455987,8.299251,28.479261,2,5.000000,1.616535
391,8.733333,1.726924,3.842225,13.222719,1,18.994651,13.594622
392,8.733333,145.422248,1.318113,13.222719,1,17.747011,13.194806
393,8.608586,112.206837,3.351758,31.142854,2,14.656415,12.266408
394,-6.323424,110.394522,8.435209,31.607849,2,7.415631,3.910920
395,-0.000000,148.450715,0.287845,40.000000,2,10.104354,8.915344
396,-5.589063,164.926647,21.238218,18.380048,1,8.318987,0.337689
397,-0.000000,78.678942,7.000111,68.333333,3,6.500624,6.378890
398,3.220530,27.188730,21.023280,32.007097,2,15.123071,4.690783
399,-4.366009,39.148642,0.637114,34.999865,2,11.797159,2.422271
400,-5.372416,144.059838,8.737934,20.176224,1,8.633867,2.681493
401,4.721221,133.926985,6.111820,26.724725,2,17.998840,6.343285
402,-4.333333,11.969923,7.960768,27.122605,2,18.692754,1.413440
403,1.075199,76.855352,17.169973,77.161250,4,12.395282,8.977855
